loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
32000, 36 months,11.49,1055.09,B,B5,Regional manager,2 years,RENT,170000,Source Verified,Jul-16,Fully Paid,debt_consolidation,Debt consolidation,18.84,Nov-99,15,0,19809,78.6,20,w,INDIVIDUAL,1,0,"28807 Ashley Orchard Apt. 017
Nicolechester, NM 70466"
4000, 36 months,10.99,130.94,B,B3,Project Analyst,7 years,RENT,44200,Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,18.06,Jun-04,9,0,2827,24.4,29,f,INDIVIDUAL,0,0,"0196 Walters Harbor Apt. 629
Kirkville, CA 29597"
10000, 60 months,10.99,217.38,B,B4,Video producer,1 year,MORTGAGE,50000,Not Verified,Sep-15,Fully Paid,credit_card,Credit card refinancing,5.81,Nov-98,3,0,10050,72.8,22,w,INDIVIDUAL,6,0,"241 Sherry Viaduct
North Melissa, VT 70466"
18000, 60 months,17.56,452.79,D,D1,Ace Plumbing Inc.,10+ years,MORTGAGE,60000,Source Verified,Sep-13,Charged Off,debt_consolidation,Payoff,31.34,May-01,12,0,23209,46.1,39,f,INDIVIDUAL,3,0,"26306 Tyrone Common Suite 197
New Jameshaven, WV 11650"
16200, 36 months,7.12,501.1,A,A3,Sales,10+ years,OWN,54000,Source Verified,Oct-14,Fully Paid,credit_card,Credit card refinancing,14.09,Dec-82,19,0,29501,43,36,w,INDIVIDUAL,0,0,"09363 Farley Wall
South Michelle, CO 70466"
10000, 36 months,12.12,332.72,B,B3,PSCU,7 years,RENT,32000,Not Verified,Apr-13,Fully Paid,debt_consolidation,Debt Consolidation,14.63,Dec-98,14,1,12814,29.2,18,w,INDIVIDUAL,0,1,"8832 Brooks Knolls Apt. 966
Port Kyle, WI 70466"
20000, 36 months,15.88,701.96,C,C4,Metlife Securities,9 years,RENT,56100,Verified,Sep-13,Fully Paid,debt_consolidation,Debt consolidation,19.57,Aug-94,8,0,20705,87.7,17,w,INDIVIDUAL,0,0,"34305 Mahoney Ramp
East Julie, MO 29597"
12000, 36 months,6.03,365.23,A,A1,Paychex,1 year,MORTGAGE,80000,Not Verified,Jul-13,Fully Paid,credit_card,CC Loan,21.39,Mar-98,16,0,30453,25.3,42,f,INDIVIDUAL,6,0,"04786 Johnny Loop Suite 143
Jaredchester, LA 05113"
20000, 36 months,6.03,608.72,A,A1,Vice President,3 years,MORTGAGE,94000,Verified,Dec-13,Fully Paid,credit_card,Credit Card Refinance,13.2,Aug-02,10,0,25520,82.6,25,f,INDIVIDUAL,3,0,"75218 Craig Land Suite 283
Lewishaven, OH 30723"
18500, 36 months,6.62,568.02,A,A2,Production Manager,10+ years,MORTGAGE,99500,Not Verified,Dec-13,Fully Paid,credit_card,Credit card refinancing,22.81,Aug-92,25,0,25691,34.9,47,f,INDIVIDUAL,6,0,"84123 Ian Junction
Thomasville, NE 22690"
12000, 60 months,12.49,269.92,B,B5,Shipping Supervisor,9 years,MORTGAGE,38000,Source Verified,Sep-14,Fully Paid,debt_consolidation,Debt consolidation,19.58,Jun-05,10,0,9697,33.3,19,w,INDIVIDUAL,2,0,"474 Perez Harbors
Lake Richard, MS 30723"
10000, 36 months,10.64,325.69,B,B2,CURRY NISSAN,10+ years,MORTGAGE,90000,Not Verified,Jul-13,Charged Off,debt_consolidation,DEBTBUNDLE,17.79,Jul-99,17,0,14296,24.5,28,w,INDIVIDUAL,4,0,"7073 Branch Fields Suite 083
East Kathryn, IL 22690"
10000, 36 months,10.99,327.34,B,B3,Dugmore & Duncan,6 years,MORTGAGE,85000,Not Verified,Jul-11,Fully Paid,debt_consolidation,consolidate,10.6,Mar-75,12,0,7147,23.7,46,f,INDIVIDUAL,,0,"137 Kristin Pike
Williamshaven, IL 29597"
6000, 36 months,13.99,205.04,C,C3,,,MORTGAGE,50000,Verified,Nov-16,Fully Paid,debt_consolidation,Debt consolidation,22.83,Feb-88,10,1,13956,61.8,39,w,INDIVIDUAL,4,1,"86035 Patricia Harbor Apt. 930
Port Jerry, AR 48052"
34000, 60 months,15.59,819.43,D,D1,President,2 years,MORTGAGE,119537,Not Verified,Dec-14,Fully Paid,small_business,Business,12.09,Aug-01,4,0,25579,64.1,8,w,INDIVIDUAL,1,0,"1169 Raymond Pine
Bowersberg, NH 00813"
12000, 60 months,14.65,283.28,C,C5,Financial Sales Associate/Banker,1 year,MORTGAGE,50000,Not Verified,Feb-15,Fully Paid,credit_card,Credit card refinancing,30.63,Jan-05,25,0,17568,39.4,38,w,INDIVIDUAL,1,0,"85512 Salazar Fort
New Christinashire, WA 70466"
18000, 60 months,14.49,423.42,C,C4,Senior QA  Analyst,1 year,RENT,90000,Source Verified,Aug-14,Charged Off,debt_consolidation,Debt consolidation,20.88,Nov-01,9,0,7222,43.2,29,w,INDIVIDUAL,1,0,"0443 Dwayne Shoal
Alexandermouth, TN 86630"
14000, 36 months,8.9,444.55,A,A5,Network Specialist,10+ years,MORTGAGE,70000,Verified,Nov-13,Fully Paid,debt_consolidation,Consolidation,17.52,Sep-96,17,0,11895,26.7,39,f,INDIVIDUAL,2,0,"923 Madison Streets Suite 727
Lake Sydneystad, TN 29597"
10000, 36 months,12.99,336.9,C,C1,West Region Operational Excellence Manag,10+ years,MORTGAGE,140000,Not Verified,Jul-14,Fully Paid,home_improvement,Home improvement,9.43,Sep-00,12,0,5108,44,18,w,INDIVIDUAL,1,0,"991 Castillo Haven
Lake Steven, FL 22690"
22000, 36 months,12.12,731.98,B,B3,Bloomberg,< 1 year,RENT,105000,Verified,Apr-12,Fully Paid,debt_consolidation,Consolidation,9.33,Oct-99,12,0,25231,78.8,22,f,INDIVIDUAL,0,0,"657 Fletcher Grove
Ryanbury, AR 30723"
10400, 36 months,9.67,333.97,B,B1,Physical Therapist,5 years,MORTGAGE,80000,Source Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,17.89,Mar-05,14,0,16493,33.9,26,w,INDIVIDUAL,1,0,"2319 Christian Mission
Port Anita, NJ 22690"
22000, 60 months,17.14,548.42,D,D4,Project Administrator,9 years,MORTGAGE,55000,Source Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,13.31,Dec-96,14,0,20442,66.6,23,w,INDIVIDUAL,1,0,"473 Parsons Port
East Gregoryside, NE 70466"
35000, 60 months,21,946.87,E,E2,Los Angeles Police Department,6 years,MORTGAGE,83500,Verified,Apr-13,Fully Paid,debt_consolidation,Debt consolidation,24.44,Mar-00,12,0,19374,42.4,36,f,INDIVIDUAL,2,0,"5771 Devin Track
Morrisstad, TN 22690"
20000, 36 months,8.9,635.07,A,A5,sogomon s hair studio,7 years,RENT,86000,Verified,Jan-12,Charged Off,major_purchase,major purchas,4.87,Jul-07,14,0,2857,6,16,f,INDIVIDUAL,,0,"3952 Johnson Flat
Johnmouth, LA 70466"
10000, 60 months,18.99,259.36,E,E1,Production Line Jobsetter,2 years,RENT,45000,Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,23.76,Aug-01,6,0,6741,97.7,14,f,INDIVIDUAL,0,0,"302 Kenneth Stravenue Apt. 629
Brownchester, DE 05113"
10000, 60 months,20.99,270.48,E,E5,Financial Analyst,< 1 year,RENT,84000,Source Verified,Jun-15,Fully Paid,medical,Medical expenses,11.41,May-91,7,0,15199,71,19,w,INDIVIDUAL,0,0,"Unit 9264 Box 5534
DPO AE 22690"
17000, 36 months,12.49,568.64,B,B4,Service Tech.,6 years,RENT,60000,Source Verified,Mar-14,Fully Paid,credit_card,Credit card refinancing,18.82,Sep-04,5,0,8650,96.1,20,w,INDIVIDUAL,0,0,"94301 Whitney Track
North Ryanmouth, SD 29597"
14500, 36 months,13.98,495.44,C,C3,Teacher,1 year,RENT,45300,Not Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,16.56,Jun-11,10,0,8844,86.7,12,w,INDIVIDUAL,0,0,"679 Stout Creek
Port Jenniferville, IN 00813"
25475, 36 months,7.9,797.12,A,A4,Bend Radio Group,10+ years,MORTGAGE,63000,Verified,May-13,Charged Off,debt_consolidation,debt consolidation and new roof,6.65,Aug-01,5,0,15836,56.8,24,f,INDIVIDUAL,3,0,"86154 Mcintyre Avenue Apt. 293
Connieshire, NY 93700"
7000, 36 months,9.99,225.84,B,B3,Secretary,5 years,MORTGAGE,67000,Not Verified,Mar-15,Fully Paid,debt_consolidation,Debt consolidation,23.27,Feb-97,20,0,7087,32.7,40,w,INDIVIDUAL,2,0,"35236 Young Plaza
South Jenniferport, ID 22690"
8875, 36 months,15.8,311.15,C,C3,Kroger,3 years,RENT,35000,Verified,May-13,Fully Paid,small_business,BusinessLoan,18.79,Apr-08,10,0,3165,16.6,13,f,INDIVIDUAL,0,0,"56817 Griffin Grove Suite 522
West Kimberly, MD 22690"
19000, 36 months,11.44,626.01,B,B4,Construction accounting,8 years,MORTGAGE,57000,Source Verified,Nov-14,Fully Paid,credit_card,Credit card refinancing,15.22,Jun-96,10,0,44101,88.7,26,f,INDIVIDUAL,5,0,"777 Dan Falls
South Robertfurt, NE 29597"
10500, 36 months,9.99,338.76,B,B1,Wells Fargo ,7 years,MORTGAGE,65000,Source Verified,Oct-13,Fully Paid,credit_card,Credit card refinancing,14.2,Sep-00,9,0,13043,75.4,22,f,INDIVIDUAL,1,0,"4234 Mendoza Drive
Smithview, WV 00813"
16950, 60 months,14.33,397.31,C,C2,Steward Home Care,< 1 year,RENT,38000,Verified,Sep-13,Fully Paid,debt_consolidation,Debt Consolidation,25.23,Jan-99,8,0,25430,72.7,22,w,INDIVIDUAL,0,0,"9495 Jason Centers Suite 882
Edwardston, VT 00813"
20000, 60 months,7.39,399.72,A,A4,Teacher,10+ years,OWN,46000,Source Verified,May-16,Fully Paid,debt_consolidation,Debt consolidation,24.39,Aug-98,7,0,11084,22.7,24,w,INDIVIDUAL,0,0,"007 Sean Forges
Kristopherfurt, MT 29597"
5000, 36 months,24.08,196.38,F,F2,Varification Clerk,10+ years,MORTGAGE,30000,Verified,Aug-14,Fully Paid,other,Other,31.76,Jul-97,14,1,18130,37.6,23,f,INDIVIDUAL,2,1,"42606 Kelly Forges
Bobbytown, MI 30723"
2550, 36 months,18.75,93.16,D,D3,Deuel Vocational Institution,10+ years,MORTGAGE,115000,Not Verified,Feb-13,Fully Paid,other,Pool equipement,25.59,Jul-90,18,0,55193,83.5,59,f,INDIVIDUAL,15,0,"PSC 1238, Box 1996
APO AA 70466"
18000, 36 months,9.67,578.03,B,B1,Teacher,10+ years,MORTGAGE,65500,Source Verified,Jan-14,Fully Paid,credit_card,Credit card refinancing,26.05,Apr-95,23,0,20840,51,49,f,INDIVIDUAL,4,0,"887 Burton Island
Marystad, AR 00813"
26000, 36 months,9.99,838.83,B,B3,Invesigator,2 years,RENT,72000,Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,19.55,Aug-00,10,0,20456,74.1,26,w,INDIVIDUAL,0,0,"2618 Melissa Manor Suite 980
Christopherburgh, ND 00813"
12000, 60 months,17.86,303.81,D,D5,operator,8 years,MORTGAGE,48500,Source Verified,Nov-15,Fully Paid,debt_consolidation,Debt consolidation,20.89,Jul-00,8,0,10567,42.1,31,w,INDIVIDUAL,3,0,"421 Emma Spring
Craigport, MT 30723"
10000, 36 months,12.49,334.49,B,B5,insurance agent,2 years,RENT,55000,Source Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,8.31,Aug-00,8,0,3732,34.6,13,w,INDIVIDUAL,1,0,"0910 Maureen Row Apt. 634
East Yeseniaport, WA 30723"
15000, 36 months,7.26,464.95,A,A4,Manager ,1 year,RENT,40000,Source Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,12.64,Sep-98,8,0,15903,82,17,w,INDIVIDUAL,0,0,"6420 Clifford Overpass
Kelseyton, DE 29597"
19575, 60 months,14.33,458.84,C,C2,samson management,10+ years,RENT,44955.87,Verified,Aug-13,Fully Paid,debt_consolidation,consolidation,17.72,Jun-05,14,0,5987,22.9,20,f,INDIVIDUAL,0,0,"29353 Paul Drives Apt. 562
Davisland, TN 29597"
30000, 36 months,17.77,1081.12,D,D1,Agero,3 years,RENT,100000,Verified,Jul-12,Fully Paid,small_business,Personal Loan,11.2,Oct-01,9,0,4927,20.8,15,f,INDIVIDUAL,0,0,"2314 Johnson Via
New Martinmouth, AL 30723"
12000, 36 months,8.67,379.76,B,B1,Warehouse Manager,3 years,RENT,45000,Source Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,27.04,Jan-03,6,0,15377,78.9,14,w,INDIVIDUAL,0,0,"16548 Hobbs Mills
Murrayburgh, WV 29597"
20050, 36 months,14.09,686.14,B,B5,Misericordia University,< 1 year,RENT,54500,Verified,Jan-13,Fully Paid,debt_consolidation,CCPayoff2017,15.21,Nov-04,12,0,27265,88.5,17,w,INDIVIDUAL,0,0,"PSC 1130, Box 7365
APO AE 05113"
5400, 36 months,6.62,165.8,A,A2,doller general,4 years,OWN,36000,Not Verified,Feb-12,Charged Off,car,1989 jeep,7.17,Apr-93,7,0,5899,30.6,16,f,INDIVIDUAL,,0,"1251 Zachary Branch
Port Dana, KY 48052"
12000, 36 months,18.49,436.79,D,D2,RFI Energy,2 years,MORTGAGE,200000,Not Verified,Aug-12,Fully Paid,home_improvement,Finish New Home,13.1,Apr-98,18,0,10864,70.5,40,f,INDIVIDUAL,2,0,"863 Karen Place
North Heatherstad, IN 29597"
6500, 36 months,13.33,220.05,C,C3,Business relationship manager,10+ years,OWN,65000,Not Verified,Jun-15,Fully Paid,debt_consolidation,Debt consolidation,14.81,Aug-06,13,0,11990,84.7,18,w,INDIVIDUAL,2,0,"43350 Woods Streets
South Samantha, KS 22690"
20000, 60 months,14.64,472.03,C,C3,Sr. Business Analyst,10+ years,RENT,76400,Verified,Mar-14,Fully Paid,credit_card,Credit card refinancing,21.36,Sep-98,17,0,20722,48.2,48,f,INDIVIDUAL,4,0,"0134 Tiffany Squares Suite 340
New Daniel, NH 05113"
15000, 36 months,16.29,529.51,D,D2,sales,10+ years,MORTGAGE,113000,Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,24.28,Jun-94,17,0,20332,59.6,57,w,INDIVIDUAL,3,0,"3331 Taylor Crossing Apt. 989
East Lawrenceburgh, AZ 22690"
24000, 36 months,7.9,750.97,A,A4,kgb,4 years,MORTGAGE,120000,Verified,Dec-12,Fully Paid,credit_card,Credit card refinancing,10.85,May-02,20,0,34899,67.4,29,w,INDIVIDUAL,2,0,"6693 Samuel Knolls Apt. 696
Thomasstad, CO 29597"
8400, 36 months,13.99,287.06,C,C4,Supervisor,4 years,OWN,55000,Not Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,10.9,Jul-08,6,0,6408,59.3,8,w,INDIVIDUAL,0,0,"PSC 7692, Box 5604
APO AP 05113"
22325, 36 months,14.09,764,B,B5,U.S. Army,10+ years,MORTGAGE,60000,Verified,Sep-12,Charged Off,debt_consolidation,Organized Confusion,24.42,Aug-99,8,0,19,0.5,19,f,INDIVIDUAL,3,0,"575 Nathan Ports Suite 831
Mooreland, SD 70466"
35000, 36 months,18.99,1282.79,E,E1,Engineer,8 years,OWN,100000,Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,14.64,Aug-01,17,0,34028,70.7,43,w,INDIVIDUAL,1,0,"71843 Logan Common Apt. 658
Matthewview, VT 00813"
12000, 36 months,12.39,400.82,C,C1,Manager,7 years,OWN,101000,Not Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,18.89,May-00,14,0,21461,48.2,19,f,INDIVIDUAL,0,0,"PSC 3490, Box 6010
APO AA 48052"
16000, 60 months,12.99,363.97,C,C1,regional salesman,2 years,MORTGAGE,75000,Source Verified,Oct-14,Charged Off,debt_consolidation,Debt consolidation,19.33,Feb-89,10,2,7869,50.1,32,w,INDIVIDUAL,3,2,"177 Davis Ville Suite 170
Thomasborough, MS 48052"
28000, 36 months,6.49,858.05,A,A2,Sr. Systems Eingeneer,2 years,RENT,145000,Source Verified,Dec-14,Fully Paid,credit_card,Credit card refinancing,19.07,Apr-01,16,0,29289,15.5,48,f,INDIVIDUAL,1,0,"185 Wallace Roads
South Walter, IA 48052"
23725, 60 months,18.84,613.36,E,E2,Quality Assurance,10+ years,MORTGAGE,59500,Source Verified,Apr-15,Charged Off,debt_consolidation,Debt consolidation,19.85,May-79,16,0,16520,72.5,57,w,INDIVIDUAL,4,0,"059 Janice Common Suite 101
Port Rebeccaborough, MD 11650"
8875, 36 months,17.77,319.83,D,D1,,,OWN,38500,Verified,Jul-12,Fully Paid,debt_consolidation,Debt consolidation,22.78,Jan-99,10,0,13752,83.9,17,f,INDIVIDUAL,1,0,"09849 Robert Land Apt. 368
West Nicole, OK 05113"
20000, 36 months,17.57,718.75,D,D4,RN HMO Coordinator,2 years,RENT,92000,Source Verified,May-14,Fully Paid,other,Other,21.34,Feb-07,18,0,23705,38.5,20,f,INDIVIDUAL,0,0,"4646 Hawkins Inlet Apt. 143
East Brandyshire, HI 48052"
5125, 36 months,14.98,177.61,C,C3,Office Manager,2 years,RENT,29970,Source Verified,Dec-13,Charged Off,debt_consolidation,Debt Free,21.59,Nov-96,9,0,5014,54.5,30,w,INDIVIDUAL,0,0,"USNS Tucker
FPO AE 93700"
14400, 60 months,20.2,383.12,E,E3,warehouse,10+ years,RENT,50000,Verified,Oct-14,Charged Off,credit_card,Credit card refinancing,19.92,Mar-93,11,0,11750,60.3,23,w,INDIVIDUAL,1,0,"6327 Debra Rue
North Michelle, MA 22690"
20000, 36 months,10.15,646.76,B,B2,Asst. Production Manager,10+ years,MORTGAGE,56000,Source Verified,Sep-14,Fully Paid,debt_consolidation,Debt consolidation,11.43,Feb-00,8,0,9725,27.5,29,f,INDIVIDUAL,5,0,"Unit 2458 Box 1276
DPO AE 00813"
24000, 60 months,26.14,720.57,F,F4,RN,9 years,MORTGAGE,96000,Not Verified,May-16,Fully Paid,credit_card,Credit card refinancing,30.21,May-95,16,0,29872,52.2,29,w,INDIVIDUAL,1,0,"10687 Heather Junctions Apt. 274
North Adamville, MI 00813"
35000, 60 months,23.43,995.34,F,F1,IT Manager,8 years,MORTGAGE,85000,Verified,Feb-14,Charged Off,debt_consolidation,Debt consolidation,22.04,Apr-95,15,0,32512,69.3,36,w,INDIVIDUAL,3,0,"1203 Sheppard Mountain
Evansport, KY 48052"
14000, 36 months,14.47,481.69,C,C2,,,MORTGAGE,37000,Verified,Jan-14,Charged Off,credit_card,Credit card refinancing,34.12,Sep-93,11,0,18380,74.7,30,f,INDIVIDUAL,2,0,"00198 Chad Points
Lake Brian, MA 30723"
28000, 36 months,15.59,978.74,D,D1,CEO,4 years,MORTGAGE,500000,Source Verified,Nov-14,Charged Off,small_business,Business,4.33,Nov-96,9,0,12046,60.8,18,f,INDIVIDUAL,2,0,"82406 Shea Mall
Floresshire, DE 70466"
35000, 36 months,10.99,1145.69,B,B4,VP Sales,10+ years,MORTGAGE,286000,Verified,Aug-15,Fully Paid,credit_card,Credit card refinancing,27.29,Oct-94,24,0,247764,91.2,42,f,INDIVIDUAL,2,0,"1736 Chase Trail
Crystalfurt, AK 00813"
2500, 60 months,13.23,57.18,C,C1,Poor Billy's Seafood,3 years,RENT,12000,Source Verified,Sep-10,Fully Paid,debt_consolidation,Debt,8.3,Sep-02,3,0,194,24.2,14,f,INDIVIDUAL,,0,"81846 Jonathan Union Suite 075
South Makaylaside, WA 29597"
12925, 60 months,18.92,334.72,D,D4,Sr. Operations Manager,7 years,RENT,138000,Source Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,0.6,Mar-88,10,1,2079,14,55,f,INDIVIDUAL,2,1,"9915 Sarah Place Suite 859
New Elizabeth, NE 29597"
9750, 36 months,13.99,333.19,C,C1,Attorney Gernal of Texas,10+ years,MORTGAGE,53000,Not Verified,May-12,Fully Paid,debt_consolidation,THANK HAVEN FOR LOAN,22.92,Jun-97,14,0,13604,65.4,39,f,INDIVIDUAL,2,0,"5189 Johnson Lake
Thompsonville, NY 70466"
20000, 60 months,22.2,554.66,E,E4,ICON,< 1 year,MORTGAGE,125000,Verified,Aug-13,Fully Paid,home_improvement,Home improvement,5.77,Feb-89,7,1,12146,66,46,f,INDIVIDUAL,3,1,"168 Angelica Valleys Apt. 851
New Luis, FL 48052"
5000, 36 months,12.12,166.36,B,B3,Classic Soft Trim,10+ years,MORTGAGE,96000,Source Verified,Jun-13,Fully Paid,car,used loan,9.66,Dec-87,5,0,1894,67.6,20,f,INDIVIDUAL,4,0,"91367 Rosario Divide Apt. 777
East Michealhaven, MS 70466"
20000, 60 months,16.24,488.92,C,C5,Administrator on Duty,10+ years,MORTGAGE,104000,Source Verified,Jan-14,Fully Paid,credit_card,Credit Card Consolidation,10.19,Feb-01,13,0,19305,65,52,w,INDIVIDUAL,6,0,"PSC 6841, Box 4414
APO AA 00813"
19100, 60 months,12.12,426.03,B,B3,Loma Linda University Medical Center,6 years,MORTGAGE,85000,Verified,Jan-13,Charged Off,debt_consolidation,Debt Consolidation,19.04,May-07,14,0,10606,41.3,16,f,INDIVIDUAL,1,0,"PSC 2417, Box 1019
APO AA 48052"
15000, 60 months,13.49,345.08,C,C1,Evergreen Lodge,2 years,RENT,54000,Source Verified,Feb-12,Charged Off,debt_consolidation,Consolidate and Pay Them Off,22.7,Mar-93,14,0,19914,38.2,36,f,INDIVIDUAL,,0,"3042 Kim Bypass Suite 875
Martinport, UT 22690"
20000, 60 months,17.27,499.96,D,D3,Operations Analyst,10+ years,MORTGAGE,62000,Not Verified,Jan-16,Fully Paid,debt_consolidation,Debt consolidation,30.26,May-99,10,0,20875,62.3,23,w,INDIVIDUAL,2,0,"705 Greer Way
Brendaberg, MA 22690"
10000, 36 months,12.39,334.01,C,C1,Operations,3 years,RENT,98000,Not Verified,Dec-14,Fully Paid,debt_consolidation,Debt consolidation,11.56,Jan-00,5,0,8506,64.9,24,f,INDIVIDUAL,2,0,"7454 Luis Stravenue Apt. 130
Lake Linda, WY 22690"
35000, 36 months,9.99,1129.19,B,B1,Oakwood hospital,10+ years,MORTGAGE,300000,Source Verified,Sep-11,Fully Paid,house,Home,2.77,Mar-95,8,0,8360,47.8,55,f,INDIVIDUAL,,0,"PSC 7097, Box 8742
APO AP 70466"
18600, 36 months,10.99,608.86,B,B3,Accounting Specialist,10+ years,RENT,47994,Source Verified,Sep-14,Fully Paid,debt_consolidation,Debt consolidation,19.13,Nov-02,12,0,3743,15.5,25,w,INDIVIDUAL,2,0,"3553 Nicholas Key Suite 648
Rosariohaven, NE 00813"
8000, 36 months,7.26,247.97,A,A4,EVS/housekeeper,4 years,RENT,32000,Source Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,25.88,Jul-05,13,1,624,2.8,20,w,INDIVIDUAL,0,1,"8462 Raymond Rapid Apt. 145
Lake Willieburgh, KY 48052"
11500, 60 months,18.99,298.26,E,E1,Transportation Supervisor,4 years,MORTGAGE,67350,Not Verified,Oct-14,Fully Paid,other,Other,33.29,Nov-92,18,0,13163,39.4,34,w,INDIVIDUAL,2,0,"964 Calvin Throughway
Lake Anne, MN 05113"
15000, 36 months,16.55,531.44,D,D2,Employment Training Instructor,5 years,MORTGAGE,60000,Not Verified,Jun-15,Charged Off,debt_consolidation,Debt consolidation,15.92,Aug-07,9,0,11213,77.9,12,f,INDIVIDUAL,1,0,"20686 Robert Drives Suite 605
Port Brittanyshire, NE 30723"
10000, 36 months,9.99,322.63,B,B3,Finance Director,8 years,MORTGAGE,115000,Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,1.92,Dec-87,2,0,0,,25,f,INDIVIDUAL,3,0,"601 Perry View Apt. 759
Mitchellchester, MI 00813"
7200, 36 months,18.49,262.08,D,D2,US Army,4 years,RENT,101300,Not Verified,Apr-13,Fully Paid,debt_consolidation,Pay off 25% Sears Card!!!,17.14,Jul-05,13,0,7896,53.4,24,f,INDIVIDUAL,2,0,"9320 Shawn Plain Suite 662
Francishaven, FL 00813"
15000, 36 months,17.57,539.06,D,D2,sales man,3 years,RENT,60000,Not Verified,Dec-13,Charged Off,other,Getting Started,3.68,May-01,4,0,7478,61.3,12,f,INDIVIDUAL,0,0,"7804 Amanda Spring Apt. 392
North Steventon, FL 22690"
7100, 36 months,6.39,217.26,A,A2,Financial Analyst,2 years,RENT,87000,Not Verified,Mar-15,Fully Paid,credit_card,Credit card refinancing,5.82,Feb-07,12,0,6123,49.8,22,w,INDIVIDUAL,0,0,"USNV Proctor
FPO AP 70466"
9100, 36 months,18.25,330.13,D,D2,wells fargo bank,3 years,MORTGAGE,85000,Not Verified,Jul-13,Fully Paid,debt_consolidation,consolidation loan,7.81,Sep-99,12,0,9119,69.6,22,f,INDIVIDUAL,4,0,"5420 Wade Burgs Suite 554
Carrollmouth, KY 05113"
35000, 36 months,18.54,1274.84,E,E1,Athletic Director,10+ years,MORTGAGE,111400,Source Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,17.66,Oct-93,30,1,30849,32.2,54,w,INDIVIDUAL,2,1,"184 Edwards Mews
Sheriland, NE 30723"
12800, 36 months,13.35,433.45,C,C2,Mammographer,10+ years,RENT,52000,Not Verified,Jul-14,Charged Off,debt_consolidation,Debt consolidation,25.27,Oct-96,11,1,7244,69,40,w,INDIVIDUAL,3,1,"9838 Frederick Cove Suite 413
West Shannontown, UT 86630"
10000, 36 months,11.55,330,B,B3,Med Express,7 years,MORTGAGE,125000,Not Verified,Jul-13,Fully Paid,debt_consolidation,Debt consolidation,6.53,Oct-94,11,0,1330,25.6,48,f,INDIVIDUAL,4,0,"0609 Martin Underpass
Jonesland, NE 29597"
25000, 60 months,15.61,602.79,D,D1,Senior Loan Officer,7 years,MORTGAGE,135000,Verified,Sep-14,Charged Off,debt_consolidation,Debt consolidation,7.85,Jul-94,7,1,8800,71,13,w,INDIVIDUAL,2,0,"83633 Mary Route Apt. 590
Karenberg, OK 48052"
25000, 60 months,14.3,585.61,C,C1,Engineer,3 years,MORTGAGE,75000,Source Verified,Nov-13,Fully Paid,home_improvement,Remodel-Payoff,11.75,Aug-95,13,0,16364,40,39,f,INDIVIDUAL,10,0,"9326 Jones Islands Apt. 580
Samueltown, AL 29597"
35000, 60 months,21,946.87,E,E2,SPA Holdings LLC,7 years,OWN,150000,Verified,Jul-12,Fully Paid,debt_consolidation,amexpayoff,10.59,Mar-98,12,0,4900,79,31,f,INDIVIDUAL,2,0,"57348 Matthew Wall Suite 159
South Andrewville, IN 48052"
12000, 36 months,6.62,368.45,A,A2,Rush University Medical Center,2 years,RENT,31000,Source Verified,Apr-12,Fully Paid,wedding,Wedding Expenses,19.76,Oct-02,8,0,4091,16.5,21,f,INDIVIDUAL,0,0,"5341 Donna Drive
Port Johnfurt, NM 48052"
